Member_number,Date,itemDescription,category
2588,28-12-2015,coffee,Beverages
2598,11-11-2015,soda,Beverages
1518,11-12-2015,ketchup,Condiments
2702,08-04-2015,whipped/sour cream,Dairy
1001,20-01-2015,whipped/sour cream,Dairy
2270,30-09-2015,fruit/vegetable juice,Fruits
2838,10-11-2015,vinegar,Condiments
1683,26-05-2015,bottled water,Beverages
4040,03-04-2015,soft cheese,Dairy
3897,23-08-2015,salty snack,Snacks
2200,11-03-2015,onions,Vegetables
4073,29-01-2015,dessert,Bakery
3700,19-04-2015,soda,Beverages
3973,10-06-2015,cat food,Snacks
2715,06-07-2015,salty snack,Snacks
3967,23-11-2015,sauces,Condiments
4002,03-09-2015,vinegar,Condiments
2962,01-03-2015,domestic eggs,Household
4340,25-12-2015,pot plants,Vegetables
2092,06-11-2015,margarine,Meat
3143,24-05-2015,whipped/sour cream,Dairy
2209,03-10-2015,butter,Dairy
2816,22-08-2015,bottled beer,Beverages
2659,01-06-2015,brown bread,Bakery
1588,13-10-2015,jam,Snacks
1144,15-10-2015,white bread,Bakery
2166,10-12-2015,waffles,Snacks
3300,06-10-2015,fruit/vegetable juice,Fruits
3944,03-01-2015,baking powder,Bakery
4979,24-04-2015,soda,Beverages
2630,21-01-2015,soda,Beverages
4240,29-04-2015,soda,Beverages
2357,08-07-2015,baking powder,Bakery
1743,18-04-2015,cream cheese ,Dairy
1038,02-04-2015,whipped/sour cream,Dairy
3267,18-01-2015,cat food,Snacks
3402,06-01-2015,shopping bags,Dry Goods
3013,21-08-2015,hygiene articles,Personal Care
4807,27-01-2015,misc. beverages,Beverages
2172,02-03-2015,specialty chocolate,Dairy
1388,03-04-2015,cake bar,Bakery
3309,21-01-2015,shopping bags,Dry Goods
2194,05-06-2015,salty snack,Snacks
4603,21-01-2015,shopping bags,Dry Goods
1631,05-02-2015,coffee,Beverages
2712,11-09-2015,frozen potato products,Frozen
2757,28-04-2015,specialty chocolate,Dairy
4761,08-09-2015,soda,Beverages
2688,22-11-2015,canned fish,Canned Goods
2458,23-08-2015,rolls/buns,Bakery
4087,26-08-2015,long life bakery product,Bakery
4677,15-10-2015,salt,Seafood
3250,12-04-2015,liquor,Beverages
3488,19-08-2015,domestic eggs,Household
1679,24-06-2015,rolls/buns,Bakery
4820,23-07-2015,syrup,Beverages
2079,16-05-2015,shopping bags,Dry Goods
2460,27-10-2015,newspapers,Bakery
4286,06-06-2015,rolls/buns,Bakery
3050,10-08-2015,roll products ,Baby Products
2888,05-09-2015,other vegetables,Vegetables
2376,28-05-2015,margarine,Meat
4748,23-03-2015,napkins,Condiments
2311,06-06-2015,light bulbs,Vegetables
4765,05-07-2015,domestic eggs,Household
4199,04-08-2015,rolls/buns,Bakery
2592,20-03-2015,rolls/buns,Bakery
1403,15-05-2015,other vegetables,Vegetables
4031,03-01-2015,soda,Beverages
1416,04-03-2015,pastry,Bakery
4022,24-04-2015,soda,Beverages
3674,22-03-2015,root vegetables,Vegetables
3430,16-04-2015,hygiene articles,Personal Care
1113,29-03-2015,domestic eggs,Household
4178,22-01-2015,baking powder,Bakery
4037,09-05-2015,canned fish,Canned Goods
3917,13-09-2015,soda,Beverages
4658,14-07-2015,dish cleaner,Cleaning Supplies
1408,23-07-2015,soda,Beverages
4940,17-04-2015,coffee,Beverages
1639,10-10-2015,mustard,Condiments
4139,26-11-2015,soda,Beverages
2799,17-06-2015,brown bread,Bakery
4041,16-10-2015,white wine,Beverages
3508,07-02-2015,shopping bags,Dry Goods
1584,11-03-2015,long life bakery product,Bakery
4006,02-07-2015,shopping bags,Dry Goods
4593,07-04-2015,hard cheese,Dairy
4875,22-08-2015,pickled vegetables,Vegetables
2534,09-08-2015,soda,Beverages
2413,13-12-2015,rolls/buns,Bakery
1909,10-01-2015,salty snack,Snacks
4367,15-11-2015,fruit/vegetable juice,Fruits
4240,28-10-2015,soda,Beverages
1866,08-11-2015,candy,Snacks
3905,19-06-2015,shopping bags,Dry Goods
4906,16-09-2015,shopping bags,Dry Goods
4478,04-12-2015,seasonal products,Baby Products
2765,22-07-2015,domestic eggs,Household
4178,13-11-2015,salty snack,Snacks
4330,22-06-2015,baking powder,Bakery
1659,25-03-2015,specialty bar,Bakery
2406,24-10-2015,dish cleaner,Cleaning Supplies
3465,15-01-2015,candles,Beverages
3178,22-10-2015,bottled water,Beverages
2218,02-07-2015,frozen dessert,Frozen
3980,09-04-2015,pastry,Bakery
2519,14-03-2015,fruit/vegetable juice,Fruits
2568,09-10-2015,dish cleaner,Cleaning Supplies
1130,15-01-2015,cream cheese ,Dairy
1231,20-05-2015,whipped/sour cream,Dairy
2654,22-09-2015,rolls/buns,Bakery
3913,21-03-2015,pastry,Bakery
3276,23-02-2015,snack products,Snacks
4094,30-03-2015,rolls/buns,Bakery
3997,19-07-2015,bottled water,Beverages
2313,18-02-2015,shopping bags,Dry Goods
2716,10-09-2015,zwieback,Frozen
3923,27-01-2015,bottled beer,Beverages
4541,18-04-2015,yogurt,Dairy
4524,26-08-2015,fruit/vegetable juice,Fruits
1750,08-02-2015,soda,Beverages
1527,30-12-2015,bottled water,Beverages
1379,01-07-2015,chocolate,Dairy
2380,09-10-2015,pastry,Bakery
3259,02-09-2015,cream cheese ,Dairy
3268,13-07-2015,specialty cheese,Dairy
3117,03-03-2015,misc. beverages,Beverages
1972,02-06-2015,fruit/vegetable juice,Fruits
1154,06-04-2015,frozen vegetables,Vegetables
2408,25-03-2015,yogurt,Dairy
2400,22-03-2015,white wine,Beverages
1286,08-03-2015,yogurt,Dairy
3505,21-07-2015,white bread,Bakery
4503,19-12-2015,specialty chocolate,Dairy
4292,27-03-2015,napkins,Condiments
1542,22-07-2014,newspapers,Bakery
1274,10-07-2014,specialty cheese,Dairy
4182,05-01-2014,whole milk,Dairy
4401,18-03-2014,bottled water,Beverages
4766,20-09-2014,bottled water,Beverages
4880,11-09-2014,cat food,Snacks
1939,28-03-2014,shopping bags,Dry Goods
4341,26-10-2014,shopping bags,Dry Goods
4480,17-05-2014,jam,Snacks
3997,22-11-2014,bottled beer,Beverages
3674,08-07-2014,cream cheese ,Dairy
1608,26-07-2014,whole milk,Dairy
2088,21-09-2014,dishes,Seafood
3897,09-12-2014,seasonal products,Baby Products
4783,10-05-2014,specialty fat,Seafood
4813,20-11-2014,pastry,Bakery
4842,30-06-2014,rolls/buns,Bakery
2971,04-03-2014,shopping bags,Dry Goods
4972,13-12-2014,salt,Seafood
4215,10-04-2014,newspapers,Bakery
1001,07-02-2014,rolls/buns,Bakery
4535,09-07-2014,yogurt,Dairy
2252,13-04-2014,chewing gum,Snacks
2433,08-04-2014,margarine,Meat
1935,28-08-2014,whole milk,Dairy
2484,17-08-2014,rolls/buns,Bakery
2900,23-11-2014,shopping bags,Dry Goods
4504,24-09-2014,hygiene articles,Personal Care
4183,12-10-2014,salt,Seafood
3651,22-06-2014,pastry,Bakery
1381,05-02-2014,other vegetables,Vegetables
1190,18-05-2014,soda,Beverages
1262,22-07-2014,pickled vegetables,Vegetables
3555,14-10-2014,curd,Meat
3621,04-01-2014,cling film/bags,Cleaning Supplies
2831,30-05-2014,butter,Dairy
3508,15-12-2014,waffles,Snacks
1468,12-07-2014,bottled water,Beverages
3269,09-07-2014,tidbits,Fruits
3844,24-06-2014,soda,Beverages
4950,30-08-2014,soft cheese,Dairy
4129,23-10-2014,soda,Beverages
1596,12-10-2014,margarine,Meat
4372,17-04-2014,pasta,Grains & Pasta
2183,13-07-2014,frozen dessert,Frozen
3617,01-10-2014,misc. beverages,Beverages
4692,10-08-2014,hygiene articles,Personal Care
2210,30-12-2014,napkins,Condiments
1605,13-11-2014,whole milk,Dairy
3604,13-09-2014,yogurt,Dairy
3524,01-08-2014,semi-finished bread,Bakery
3928,07-08-2014,domestic eggs,Household
1207,28-04-2014,shopping bags,Dry Goods
2578,19-04-2014,mayonnaise,Condiments
1553,09-05-2014,coffee,Beverages
3942,01-01-2014,Instant food products,Baby Products
1583,27-11-2014,bottled water,Beverages
2133,24-05-2014,bottled water,Beverages
4860,14-11-2014,shopping bags,Dry Goods
4548,09-10-2014,brown bread,Bakery
2610,01-01-2014,domestic eggs,Household
2344,22-02-2014,newspapers,Bakery
2920,12-05-2014,root vegetables,Vegetables
3847,14-03-2014,coffee,Beverages
1991,31-10-2014,frozen fish,Frozen
2241,17-02-2014,rolls/buns,Bakery
2794,18-02-2014,canned beer,Canned Goods
3871,05-10-2014,waffles,Snacks
4085,15-04-2014,bottled water,Beverages
3964,11-03-2014,whipped/sour cream,Dairy
1111,24-10-2014,sugar,Snacks
1294,14-08-2014,other vegetables,Vegetables
1338,11-08-2014,canned beer,Canned Goods
1079,07-10-2014,sweet spreads,Fruits
1794,14-04-2014,soda,Beverages
4715,10-11-2014,rolls/buns,Bakery
4694,01-06-2014,whipped/sour cream,Dairy
4156,19-08-2014,whole milk,Dairy
4264,16-03-2014,yogurt,Dairy
1732,03-04-2014,flour,Grains & Pasta
1161,26-01-2014,bottled beer,Beverages
4058,07-02-2014,berries,Fruits
4183,08-10-2014,salty snack,Snacks
4371,29-03-2014,specialty chocolate,Dairy
3218,06-01-2014,waffles,Snacks
3094,02-07-2014,soda,Beverages
2082,10-10-2014,rolls/buns,Bakery
3015,31-01-2014,margarine,Meat
4582,22-06-2014,root vegetables,Vegetables
4851,20-05-2014,chocolate,Dairy
3766,20-02-2014,rolls/buns,Bakery
4199,05-04-2014,curd,Meat
3663,28-08-2014,sugar,Snacks
2044,17-03-2014,whole milk,Dairy
1566,30-01-2014,bottled beer,Beverages
3698,22-09-2014,domestic eggs,Household
3815,30-01-2014,rolls/buns,Bakery
4634,10-05-2014,specialty chocolate,Dairy
2051,03-12-2014,newspapers,Bakery
2252,17-12-2014,shopping bags,Dry Goods
4502,04-06-2014,frozen vegetables,Vegetables
2169,25-06-2014,bottled beer,Beverages
3237,07-08-2014,sweet spreads,Fruits
1999,31-05-2014,dog food,Pet Supplies
2175,02-11-2014,butter,Dairy
4177,05-02-2014,yogurt,Dairy
2014,08-08-2014,soft cheese,Dairy
2991,22-04-2014,shopping bags,Dry Goods
3334,09-01-2014,liquor (appetizer),Beverages
1580,24-02-2014,sliced cheese,Dairy
4094,14-07-2014,fruit/vegetable juice,Fruits
4163,05-11-2014,newspapers,Bakery
2991,01-03-2014,waffles,Snacks
4744,23-12-2014,salty snack,Snacks
3896,02-04-2014,misc. beverages,Beverages
2560,19-04-2014,specialty bar,Bakery
2236,07-01-2014,candy,Snacks
2778,29-06-2014,other vegetables,Vegetables
3960,14-05-2014,margarine,Meat
2258,21-01-2014,ice cream,Dairy
4286,22-11-2014,yogurt,Dairy
2239,23-11-2014,soda,Beverages
4728,11-06-2014,instant coffee,Beverages
3439,28-03-2014,female sanitary products,Baby Products
3353,13-07-2014,sliced cheese,Dairy
2127,19-11-2014,specialty cheese,Dairy
1513,29-05-2014,bottled beer,Beverages
1134,11-05-2014,yogurt,Dairy
1286,26-04-2014,pickled vegetables,Vegetables
1123,09-08-2014,yogurt,Dairy
4327,05-08-2014,frozen vegetables,Vegetables
4814,01-12-2014,other vegetables,Vegetables
3277,28-08-2014,hygiene articles,Personal Care
4272,06-05-2014,whole milk,Dairy
3363,06-08-2014,salty snack,Snacks
1896,16-12-2014,light bulbs,Vegetables
2524,13-10-2014,whole milk,Dairy
4243,02-07-2014,white wine,Beverages
4930,13-08-2014,dessert,Bakery
3465,27-01-2014,long life bakery product,Bakery
3938,16-08-2014,cereals,Breakfast & Cereal
2849,11-02-2014,newspapers,Bakery
1894,19-08-2014,cream cheese ,Dairy
2738,11-02-2014,frozen meals,Frozen
1000,24-06-2014,salty snack,Snacks
2626,14-02-2014,other vegetables,Vegetables
4216,17-11-2014,light bulbs,Vegetables
1810,09-06-2014,baking powder,Bakery
1125,30-05-2014,rolls/buns,Bakery
4392,10-07-2014,whipped/sour cream,Dairy
3957,19-07-2014,cake bar,Bakery
4084,28-09-2014,curd,Meat
3672,19-06-2014,margarine,Meat
3531,18-03-2014,napkins,Condiments
2066,05-02-2014,pickled vegetables,Vegetables
4376,23-07-2014,yogurt,Dairy
1662,27-01-2014,fruit/vegetable juice,Fruits
3728,17-06-2014,whipped/sour cream,Dairy
2045,02-04-2014,soft cheese,Dairy
2067,05-04-2014,yogurt,Dairy
3743,16-10-2014,brown bread,Bakery
1735,22-04-2014,candy,Snacks
1547,07-07-2014,cling film/bags,Cleaning Supplies
2451,26-02-2014,bottled water,Beverages
1661,02-03-2014,whipped/sour cream,Dairy
2365,29-11-2014,misc. beverages,Beverages
4932,14-05-2014,brown bread,Bakery
2310,31-10-2014,root vegetables,Vegetables
2138,03-11-2014,brown bread,Bakery
2903,08-05-2014,sugar,Snacks
1512,03-06-2014,yogurt,Dairy
3204,16-12-2014,frozen fish,Frozen
3324,10-11-2014,coffee,Beverages
1653,29-05-2014,margarine,Meat
1428,23-08-2014,UHT-milk,Dairy
4598,05-11-2014,pickled vegetables,Vegetables
3062,09-07-2014,baking powder,Bakery
4681,13-01-2014,bottled water,Beverages
4671,13-08-2014,soda,Beverages
4533,13-04-2014,curd,Meat
2579,12-12-2014,cream cheese ,Dairy
3493,09-02-2014,canned beer,Canned Goods
1450,04-02-2014,pickled vegetables,Vegetables
1961,06-04-2014,frozen vegetables,Vegetables
4302,07-10-2014,sparkling wine,Beverages
3950,22-01-2014,cat food,Snacks
2718,09-02-2014,whole milk,Dairy
1870,01-02-2014,fruit/vegetable juice,Fruits
3855,07-05-2014,specialty chocolate,Dairy
4107,03-06-2014,whipped/sour cream,Dairy
3476,05-07-2014,white bread,Bakery
4721,01-05-2014,cream cheese ,Dairy
3208,20-09-2014,long life bakery product,Bakery
4349,11-08-2014,cream cheese ,Dairy
1378,10-12-2014,UHT-milk,Dairy
4929,27-06-2014,dessert,Bakery
3186,24-04-2014,misc. beverages,Beverages
1482,24-09-2014,mayonnaise,Condiments
1145,13-09-2014,bottled beer,Beverages
2777,14-09-2014,chocolate,Dairy
1232,08-08-2014,pasta,Grains & Pasta
2825,21-04-2014,mustard,Condiments
3785,13-02-2014,fruit/vegetable juice,Fruits
3000,22-08-2014,fruit/vegetable juice,Fruits
1980,17-07-2014,salty snack,Snacks
2154,24-09-2014,soda,Beverages
1242,16-12-2014,butter,Dairy
1824,28-11-2014,newspapers,Bakery
2774,28-06-2014,whole milk,Dairy
2366,11-10-2014,other vegetables,Vegetables
1987,26-12-2014,chocolate,Dairy
2306,07-05-2014,bottled water,Beverages
4979,28-02-2014,beverages,Beverages
4543,29-06-2014,curd,Meat
4021,23-04-2014,newspapers,Bakery
4623,19-11-2014,cat food,Snacks
4547,07-09-2014,napkins,Condiments
2729,22-08-2014,whole milk,Dairy
4471,13-04-2014,pet care,Pet Supplies
1625,24-12-2014,frozen meals,Frozen
2787,30-09-2014,margarine,Meat
4541,06-07-2014,margarine,Meat
3529,26-02-2014,pastry,Bakery
2984,22-04-2014,canned beer,Canned Goods
1685,18-10-2014,whole milk,Dairy
4520,23-03-2014,pastry,Bakery
2355,15-01-2014,chocolate,Dairy
3883,05-03-2014,UHT-milk,Dairy
4922,12-07-2014,margarine,Meat
3423,16-07-2014,whipped/sour cream,Dairy
1129,21-12-2014,cream cheese ,Dairy
4018,21-02-2014,newspapers,Bakery
3189,01-07-2014,dish cleaner,Cleaning Supplies
1235,01-11-2014,bottled water,Beverages
2262,06-10-2014,domestic eggs,Household
4100,23-04-2014,whole milk,Dairy
1553,05-09-2014,baking powder,Bakery
3628,01-08-2014,nut snack,Snacks
2280,11-12-2014,candles,Beverages
4236,13-05-2014,napkins,Condiments
1358,15-12-2014,whipped/sour cream,Dairy
4638,11-10-2014,whipped/sour cream,Dairy
1343,27-11-2014,fruit/vegetable juice,Fruits
3612,16-02-2014,flour,Grains & Pasta
4596,19-02-2014,soda,Beverages
2399,26-03-2014,napkins,Condiments
3300,10-07-2014,rolls/buns,Bakery
3502,14-02-2014,coffee,Beverages
1127,06-02-2014,soda,Beverages
1296,19-05-2014,soft cheese,Dairy
3739,12-01-2014,red/blush wine,Beverages
4661,15-02-2014,cream cheese ,Dairy
3287,23-04-2014,napkins,Condiments
4746,02-01-2014,margarine,Meat
4282,20-06-2014,baking powder,Bakery
3757,07-04-2014,dessert,Bakery
3279,09-10-2014,soda,Beverages
3387,22-09-2014,shopping bags,Dry Goods
2553,26-12-2014,bottled water,Beverages
3697,11-02-2014,other vegetables,Vegetables
1819,22-12-2014,coffee,Beverages
2607,25-01-2014,margarine,Meat
2615,29-05-2014,chocolate,Dairy
1196,15-08-2014,domestic eggs,Household
2926,16-06-2014,domestic eggs,Household
2294,08-01-2014,sugar,Snacks
4967,22-04-2014,rolls/buns,Bakery
1284,01-09-2014,salty snack,Snacks
2089,03-05-2014,pastry,Bakery
1284,26-06-2014,margarine,Meat
1246,03-03-2014,whipped/sour cream,Dairy
3038,18-04-2014,pot plants,Vegetables
2910,28-03-2014,other vegetables,Vegetables
3957,01-09-2014,salty snack,Snacks
4493,16-03-2014,whipped/sour cream,Dairy
1972,02-05-2014,bottled beer,Beverages
2492,10-03-2014,instant coffee,Beverages
2943,11-09-2014,chocolate marshmallow,Snacks
2686,20-12-2014,ready soups,Frozen
3968,05-11-2014,bottled beer,Beverages
1955,03-06-2014,shopping bags,Dry Goods
2665,11-10-2014,chocolate marshmallow,Snacks
3850,27-03-2014,cling film/bags,Cleaning Supplies
2973,31-10-2014,domestic eggs,Household
3264,27-06-2014,white bread,Bakery
1591,15-01-2014,frozen meals,Frozen
1747,07-09-2014,roll products ,Baby Products
1255,26-09-2014,soda,Beverages
4683,17-09-2014,specialty bar,Bakery
1102,13-04-2014,candy,Snacks
4618,18-11-2014,other vegetables,Vegetables
2508,28-05-2014,frozen vegetables,Vegetables
4165,03-04-2014,hard cheese,Dairy
2168,06-10-2014,fruit/vegetable juice,Fruits
2929,22-10-2014,cleaner,Cleaning Supplies
1316,17-01-2014,rolls/buns,Bakery
3991,03-07-2014,kitchen towels,Dry Goods
2142,27-08-2014,waffles,Snacks
4671,22-10-2014,house keeping products,Household
1051,26-12-2014,shopping bags,Dry Goods
1410,24-06-2014,whipped/sour cream,Dairy
3752,25-11-2014,dish cleaner,Cleaning Supplies
1054,16-01-2014,soda,Beverages
2591,01-09-2014,soda,Beverages
2454,22-07-2014,soda,Beverages
2510,20-04-2014,margarine,Meat
1946,29-04-2014,cooking chocolate,Dairy
4069,04-08-2014,baking powder,Bakery
2778,09-05-2014,domestic eggs,Household
1175,20-09-2014,pasta,Grains & Pasta
4292,19-01-2014,whipped/sour cream,Dairy
3776,16-03-2014,dishes,Seafood
2573,08-05-2014,long life bakery product,Bakery
2510,23-06-2014,chocolate,Dairy
1003,19-01-2014,frozen meals,Frozen
4699,21-07-2014,coffee,Beverages
3189,28-10-2014,rolls/buns,Bakery
4406,06-04-2014,hard cheese,Dairy
2325,20-01-2014,whole milk,Dairy
4069,10-08-2014,pickled vegetables,Vegetables
1726,15-05-2014,pastry,Bakery
3026,10-06-2014,chewing gum,Snacks
4015,02-05-2014,rolls/buns,Bakery
3260,30-12-2014,dish cleaner,Cleaning Supplies
3890,21-12-2014,soda,Beverages
2237,10-10-2014,coffee,Beverages
2641,20-07-2014,soda,Beverages
2581,02-08-2014,canned beer,Canned Goods
2030,06-09-2014,shopping bags,Dry Goods
2024,21-07-2014,dessert,Bakery
1729,19-04-2014,newspapers,Bakery
2331,08-04-2014,tropical fruit,Fruits
1890,12-09-2014,roll products ,Baby Products
4579,10-05-2014,butter,Dairy
3140,03-08-2014,salty snack,Snacks
4492,24-04-2014,brown bread,Bakery
3537,26-03-2014,coffee,Beverages
3581,23-10-2014,frozen meals,Frozen
4924,19-01-2014,pastry,Bakery
2589,11-04-2014,spices,Spices & Seasonings
3302,22-06-2014,hygiene articles,Personal Care
4566,13-04-2014,white bread,Bakery
2758,30-01-2014,napkins,Condiments
4790,07-09-2014,candy,Snacks
4178,18-12-2014,bottled beer,Beverages
2051,01-05-2014,flour,Grains & Pasta
1647,20-11-2014,specialty chocolate,Dairy
2778,15-05-2014,soda,Beverages
1651,23-03-2014,soda,Beverages
3760,11-09-2014,yogurt,Dairy
4511,15-09-2014,soda,Beverages
4674,31-05-2014,bottled water,Beverages
3684,20-07-2014,napkins,Condiments
3094,26-06-2014,cream cheese ,Dairy
2726,02-08-2014,cream cheese ,Dairy
4897,25-11-2014,coffee,Beverages
3408,07-04-2014,root vegetables,Vegetables
4294,03-03-2014,domestic eggs,Household
4404,29-04-2014,root vegetables,Vegetables
3692,01-02-2014,frozen dessert,Frozen
2370,27-07-2014,chewing gum,Snacks
2137,25-04-2014,canned vegetables,Vegetables
4272,22-07-2014,pastry,Bakery
3042,11-07-2014,rolls/buns,Bakery
2974,02-09-2014,pastry,Bakery
1967,03-11-2014,fruit/vegetable juice,Fruits
1208,03-08-2014,soft cheese,Dairy
2436,27-11-2014,newspapers,Bakery
3379,10-12-2014,roll products ,Baby Products
3148,25-10-2014,shopping bags,Dry Goods
2831,25-05-2014,fruit/vegetable juice,Fruits
1796,06-08-2014,chocolate,Dairy
4729,27-12-2014,shopping bags,Dry Goods
3308,05-11-2014,tea,Beverages
3848,04-01-2014,chocolate marshmallow,Snacks
1641,09-02-2014,cream cheese ,Dairy
1279,28-04-2014,pastry,Bakery
3495,03-09-2014,pastry,Bakery
4484,23-04-2014,shopping bags,Dry Goods
4578,13-08-2014,white bread,Bakery
1027,22-09-2014,rolls/buns,Bakery
2388,28-08-2014,salty snack,Snacks
4762,08-07-2014,pastry,Bakery
4687,13-06-2014,soda,Beverages
1965,02-01-2014,chewing gum,Snacks
3246,04-10-2014,yogurt,Dairy
2541,14-01-2014,soda,Beverages
4363,24-12-2014,long life bakery product,Bakery
4143,07-03-2014,mustard,Condiments
2038,04-02-2014,pastry,Bakery
1865,06-06-2014,bottled beer,Beverages
1003,27-02-2014,rolls/buns,Bakery
3358,09-09-2014,cream cheese ,Dairy
4782,30-10-2014,margarine,Meat
4952,15-07-2014,sugar,Snacks
4042,26-07-2014,frozen dessert,Frozen
2907,02-09-2014,candy,Snacks
4693,29-03-2014,bottled beer,Beverages
1980,12-09-2014,domestic eggs,Household
4217,27-07-2014,dishes,Seafood
4106,21-09-2014,pastry,Bakery
4137,12-09-2014,shopping bags,Dry Goods
2862,02-06-2014,kitchen towels,Dry Goods
4115,07-05-2014,shopping bags,Dry Goods
3394,22-11-2014,yogurt,Dairy
2729,22-05-2014,soft cheese,Dairy
1949,18-10-2014,semi-finished bread,Bakery
4832,28-08-2014,shopping bags,Dry Goods
1276,07-06-2014,dessert,Bakery
3584,20-07-2014,frozen fish,Frozen
2958,17-12-2014,bottled water,Beverages
4061,04-07-2014,dish cleaner,Cleaning Supplies
3568,13-08-2014,beverages,Beverages
1680,15-05-2014,pet care,Pet Supplies
1588,19-07-2014,root vegetables,Vegetables
2923,02-11-2014,yogurt,Dairy
4751,02-03-2014,butter,Dairy
1633,05-07-2014,ready soups,Frozen
2235,13-10-2014,frozen vegetables,Vegetables
1466,09-04-2014,rolls/buns,Bakery
3520,12-05-2014,sliced cheese,Dairy
3090,07-06-2014,newspapers,Bakery
2341,22-12-2014,rolls/buns,Bakery
2140,06-10-2014,whole milk,Dairy
1017,14-10-2014,brown bread,Bakery
2177,19-08-2014,soups,Meat
3129,02-06-2014,coffee,Beverages
4299,21-10-2014,seasonal products,Baby Products
1294,24-06-2014,white wine,Beverages
